age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,unknown,yes
33,technician,married,secondary,no,844,yes,no,cellular,23,jul,476,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,611,yes,yes,unknown,14,may,179,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
51,technician,married,secondary,no,371,yes,yes,cellular,21,oct,287,1,-1,0,unknown,yes
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,unknown,no
52,management,married,tertiary,no,601,yes,no,unknown,14,may,249,2,-1,0,unknown,no
27,admin.,single,secondary,no,1391,yes,no,unknown,27,may,319,1,-1,0,unknown,no
28,technician,married,secondary,no,-92,yes,no,cellular,17,apr,873,1,-1,0,unknown,no
56,management,married,tertiary,no,705,no,no,cellular,19,nov,164,2,-1,0,unknown,no
29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,unknown,no
56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
33,entrepreneur,married,secondary,no,135,yes,no,cellular,17,apr,114,1,345,2,failure,no
43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,no
31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
31,technician,single,secondary,no,845,yes,no,cellular,22,oct,168,2,-1,0,unknown,no
55,technician,married,tertiary,no,804,no,no,cellular,31,jul,245,5,-1,0,unknown,no
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes
48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,no
40,management,married,secondary,yes,-1545,no,no,cellular,27,aug,70,13,-1,0,unknown,no
49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no
56,management,divorced,tertiary,no,-676,yes,yes,unknown,27,may,181,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,913,yes,no,cellular,23,jul,730,1,-1,0,unknown,no
44,services,divorced,secondary,no,496,yes,yes,unknown,29,may,54,15,-1,0,unknown,no
32,technician,married,tertiary,no,-252,yes,no,cellular,29,jul,52,4,-1,0,unknown,no
51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
46,technician,married,tertiary,no,529,yes,yes,cellular,29,jul,208,2,-1,0,unknown,no
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no
56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,no
50,unemployed,married,secondary,no,3478,yes,no,unknown,13,may,342,3,-1,0,unknown,no
41,unemployed,married,secondary,no,277,yes,no,cellular,12,may,152,3,351,2,failure,no
37,blue-collar,married,secondary,no,2364,yes,no,cellular,12,may,40,4,-1,0,unknown,no
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,yes
31,services,single,tertiary,no,1025,no,no,unknown,20,may,72,3,-1,0,unknown,no
37,housemaid,married,primary,no,577,no,no,cellular,14,jul,76,2,-1,0,unknown,no
31,services,single,secondary,no,-205,no,no,cellular,1,sep,481,1,579,1,failure,yes
39,admin.,married,secondary,no,-367,yes,no,cellular,16,apr,667,2,-1,0,unknown,no
77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
41,housemaid,divorced,tertiary,no,9767,yes,no,unknown,29,may,162,2,-1,0,unknown,no
40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,855,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,130,2,-1,0,unknown,no
41,admin.,married,primary,no,1316,yes,no,cellular,30,apr,127,3,-1,0,unknown,no
28,technician,single,tertiary,no,-481,yes,yes,cellular,2,feb,100,1,-1,0,unknown,no
47,management,married,unknown,no,12245,no,no,cellular,7,jul,1103,3,-1,0,unknown,no
34,admin.,single,secondary,no,1,yes,no,cellular,22,jul,483,7,-1,0,unknown,no
38,management,single,tertiary,no,1746,yes,no,unknown,21,may,139,1,-1,0,unknown,no
57,blue-collar,divorced,secondary,no,1103,yes,no,cellular,15,jul,98,4,-1,0,unknown,no
31,technician,single,tertiary,no,438,yes,no,cellular,12,aug,130,2,-1,0,unknown,no
34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no
37,services,married,secondary,no,895,yes,yes,cellular,4,feb,219,2,245,1,failure,no
57,retired,married,secondary,no,789,no,no,unknown,19,jun,2635,3,-1,0,unknown,no
25,admin.,single,secondary,yes,53,yes,no,unknown,14,may,313,4,-1,0,unknown,no
31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,-1,0,unknown,no
47,management,divorced,tertiary,no,83,no,no,cellular,19,aug,149,2,-1,0,unknown,no
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,1025,yes,no,unknown,30,may,199,3,-1,0,unknown,no
38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
33,management,single,tertiary,no,2465,no,no,cellular,16,nov,139,2,95,1,success,no
61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
54,technician,married,tertiary,no,6507,no,no,cellular,26,may,145,1,-1,0,unknown,no
44,technician,married,secondary,no,1196,yes,yes,unknown,28,may,61,1,-1,0,unknown,no
38,management,single,tertiary,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
33,admin.,married,secondary,no,3519,no,no,cellular,2,feb,161,1,-1,0,unknown,no
54,technician,divorced,secondary,no,-191,no,no,cellular,30,jan,86,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
37,services,married,secondary,no,3,yes,no,cellular,29,jul,88,6,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
53,management,married,tertiary,no,1061,no,no,cellular,8,jun,139,2,-1,0,unknown,no
59,services,single,secondary,no,0,no,no,cellular,22,may,320,1,-1,0,unknown,no
32,management,divorced,tertiary,no,874,no,no,cellular,21,nov,366,3,101,6,success,no
45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no
40,admin.,married,secondary,no,1565,yes,yes,cellular,17,nov,288,2,-1,0,unknown,no
43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
54,blue-collar,married,primary,no,2110,yes,no,cellular,16,apr,618,1,-1,0,unknown,no
61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no
32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown,yes
55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,no
51,unknown,married,secondary,no,0,no,no,cellular,13,aug,88,2,-1,0,unknown,no
59,technician,married,unknown,no,1471,no,no,telephone,31,jul,7,3,-1,0,unknown,no
50,blue-collar,married,primary,no,604,no,no,cellular,5,aug,104,1,-1,0,unknown,no
27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
80,retired,married,primary,no,155,no,no,telephone,4,may,209,1,53,3,success,yes
50,management,married,tertiary,no,469,no,no,cellular,16,apr,161,1,-1,0,unknown,yes
41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown,yes
53,technician,married,secondary,no,757,no,no,cellular,4,feb,20,5,-1,0,unknown,no
21,blue-collar,single,secondary,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,no
43,management,single,primary,no,0,no,no,unknown,20,jun,280,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,188,no,yes,cellular,18,jul,144,1,-1,0,unknown,no
47,management,single,tertiary,no,6651,no,no,cellular,8,jul,229,1,412,2,failure,yes
41,technician,married,tertiary,no,139,no,no,cellular,18,aug,781,2,-1,0,unknown,no
48,blue-collar,single,primary,no,1080,yes,no,unknown,16,jun,112,3,-1,0,unknown,no
30,technician,married,secondary,no,1099,yes,no,cellular,5,feb,232,1,-1,0,unknown,no
31,technician,single,tertiary,no,26,no,no,cellular,21,aug,419,4,-1,0,unknown,no
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,yes
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,386,1,-1,0,unknown,no
43,entrepreneur,married,secondary,no,641,yes,yes,unknown,2,jun,251,4,-1,0,unknown,no
60,technician,married,secondary,no,-410,no,no,cellular,19,aug,143,2,-1,0,unknown,no
46,management,married,tertiary,no,326,no,no,cellular,26,aug,182,7,-1,0,unknown,no
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
30,student,single,secondary,no,61,no,yes,cellular,5,feb,133,5,8,2,other,no
32,services,single,secondary,no,808,yes,no,cellular,20,apr,322,1,-1,0,unknown,no
37,management,married,tertiary,no,1949,yes,no,cellular,12,may,328,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,242,yes,no,cellular,24,jul,117,2,-1,0,unknown,no
42,technician,married,tertiary,no,-215,no,no,unknown,20,jun,1573,5,-1,0,unknown,yes
21,student,single,primary,no,3472,no,no,cellular,20,apr,66,3,-1,0,unknown,no
34,admin.,married,secondary,no,626,yes,no,cellular,14,may,142,2,-1,0,unknown,no
33,services,single,secondary,no,-448,yes,no,cellular,14,may,95,2,-1,0,unknown,no
32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,175,5,failure,yes
49,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162,2,-1,0,unknown,no
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,no
31,admin.,single,secondary,no,1016,yes,no,unknown,20,jun,9,5,-1,0,unknown,no
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,yes
30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,unknown,no
26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,yes
44,blue-collar,married,primary,no,887,yes,no,cellular,12,may,165,2,363,1,failure,no
25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,1,-1,0,unknown,yes
57,services,married,primary,no,1700,yes,no,cellular,29,jul,178,12,-1,0,unknown,no
46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,yes
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
40,blue-collar,married,primary,no,1613,yes,no,unknown,5,jun,541,3,-1,0,unknown,no
32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,unknown,yes
39,management,married,tertiary,no,139,no,yes,unknown,28,may,189,7,-1,0,unknown,no
44,blue-collar,married,primary,no,194,yes,no,unknown,28,may,105,2,-1,0,unknown,no
29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,unknown,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,384,yes,no,cellular,18,may,16,1,364,2,other,no
38,blue-collar,single,secondary,no,522,yes,no,unknown,29,may,347,2,-1,0,unknown,no
23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
30,management,single,tertiary,no,355,yes,no,cellular,15,may,153,2,-1,0,unknown,no
33,management,single,tertiary,no,1423,yes,no,cellular,16,apr,633,3,248,2,other,no
28,services,single,secondary,no,1347,no,no,telephone,11,oct,317,2,108,14,other,no
49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
29,admin.,married,tertiary,no,111,no,no,cellular,14,may,208,1,-1,0,unknown,no
39,technician,single,secondary,no,1963,yes,no,unknown,6,jun,100,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,yes
45,blue-collar,married,secondary,no,221,no,yes,cellular,25,aug,153,4,-1,0,unknown,no
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
37,management,married,tertiary,no,156,no,no,cellular,19,nov,366,3,-1,0,unknown,yes
49,entrepreneur,married,primary,no,10772,no,no,cellular,8,aug,89,2,-1,0,unknown,no
38,technician,married,secondary,no,958,yes,no,telephone,18,nov,33,4,-1,0,unknown,no
80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,yes
31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,no
30,management,single,tertiary,no,756,no,no,cellular,13,aug,321,4,-1,0,unknown,no
52,management,married,primary,yes,57,yes,yes,cellular,20,nov,45,1,196,1,failure,no
43,blue-collar,married,secondary,no,-141,yes,yes,unknown,23,may,128,1,-1,0,unknown,no
32,management,single,tertiary,no,999,yes,no,cellular,20,nov,50,1,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,140,yes,no,cellular,7,may,348,1,-1,0,unknown,no
35,technician,single,tertiary,no,2650,no,no,cellular,25,aug,133,8,-1,0,unknown,no
32,student,single,tertiary,no,290,yes,no,cellular,5,may,18,6,-1,0,unknown,no
49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
67,management,married,tertiary,no,694,no,no,cellular,7,jul,250,1,-1,0,unknown,no
40,services,married,secondary,no,87,yes,yes,cellular,21,nov,116,2,113,4,failure,no
54,management,married,tertiary,no,-305,yes,no,unknown,26,may,280,3,-1,0,unknown,no
33,technician,single,tertiary,no,154,no,no,cellular,18,mar,159,2,-1,0,unknown,no
28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,-1,0,unknown,yes
55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown,yes
56,retired,married,secondary,no,728,no,no,cellular,18,nov,163,2,110,15,failure,no
38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,358,7,-1,0,unknown,no
28,blue-collar,single,secondary,no,67,no,no,cellular,3,feb,20,5,-1,0,unknown,no
45,technician,divorced,tertiary,no,917,no,no,cellular,27,aug,144,8,-1,0,unknown,no
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown,yes
35,technician,married,secondary,no,13,no,no,cellular,22,aug,94,2,-1,0,unknown,no
27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown,no
23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes
55,unemployed,divorced,primary,no,-53,no,no,telephone,3,feb,225,4,6,3,other,no
33,blue-collar,married,primary,no,1050,yes,no,unknown,26,may,304,4,-1,0,unknown,no
47,technician,married,secondary,no,80,no,yes,unknown,25,jun,100,1,-1,0,unknown,no
45,housemaid,married,secondary,no,16358,no,no,telephone,19,nov,161,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,yes
32,technician,single,secondary,no,1165,no,no,cellular,27,aug,19,23,-1,0,unknown,no
39,admin.,married,secondary,no,1221,no,no,unknown,12,jun,97,1,-1,0,unknown,no
43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no
43,admin.,married,secondary,no,132,no,no,cellular,17,mar,220,1,-1,0,unknown,yes
30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
31,admin.,single,tertiary,no,541,no,no,cellular,5,feb,100,1,-1,0,unknown,no
46,self-employed,married,secondary,no,156,no,no,cellular,20,apr,268,1,-1,0,unknown,no
35,management,married,tertiary,no,1582,no,no,telephone,21,jul,37,1,-1,0,unknown,no
41,student,single,secondary,no,1934,yes,no,cellular,21,nov,162,2,-1,0,unknown,no
36,housemaid,divorced,tertiary,no,7296,yes,no,cellular,18,aug,108,6,-1,0,unknown,no
36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,yes
58,management,married,secondary,no,835,no,no,unknown,9,jun,164,1,-1,0,unknown,no
31,technician,married,secondary,no,2440,no,no,cellular,6,nov,312,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
46,admin.,single,secondary,no,-136,yes,no,unknown,28,may,223,1,-1,0,unknown,no
26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,no
52,technician,married,tertiary,no,1405,yes,yes,unknown,30,may,255,1,-1,0,unknown,no
46,services,divorced,secondary,no,864,yes,no,cellular,17,apr,225,3,150,7,failure,no
43,technician,married,tertiary,no,5145,no,no,cellular,7,aug,51,7,-1,0,unknown,no
39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,-1,0,unknown,yes
77,retired,married,unknown,no,38,no,no,telephone,3,feb,261,1,-1,0,unknown,no
30,technician,single,secondary,no,1572,yes,yes,unknown,23,may,209,3,-1,0,unknown,no
54,management,married,primary,no,366,yes,no,unknown,15,may,589,1,-1,0,unknown,no
44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,-1,0,unknown,no
60,housemaid,married,primary,no,0,no,no,unknown,18,jun,138,1,-1,0,unknown,no
62,retired,married,secondary,no,816,no,no,cellular,1,sep,28,2,-1,0,unknown,no
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
45,blue-collar,married,primary,no,714,no,no,unknown,12,jun,108,1,-1,0,unknown,no
41,management,married,tertiary,no,0,no,yes,cellular,16,jul,211,2,-1,0,unknown,no
31,services,single,secondary,no,-475,yes,no,telephone,12,may,232,3,-1,0,unknown,no
34,blue-collar,married,primary,no,3527,yes,no,cellular,21,nov,1022,1,-1,0,unknown,yes
59,retired,married,unknown,no,201,no,no,cellular,31,jul,69,7,-1,0,unknown,no
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,-1,0,unknown,yes
46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,no
32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
63,housemaid,married,primary,no,3173,no,no,telephone,8,jul,154,1,-1,0,unknown,no
50,admin.,married,secondary,no,-185,no,no,cellular,2,feb,97,1,-1,0,unknown,no
42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
32,admin.,married,secondary,no,59,yes,no,cellular,6,may,345,1,-1,0,unknown,no
36,management,single,tertiary,no,3875,yes,no,cellular,11,may,212,1,-1,0,unknown,no
39,services,single,secondary,no,471,no,no,unknown,15,oct,5,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,262,1,-1,0,unknown,no
28,admin.,single,secondary,no,1823,no,no,cellular,29,jan,237,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
55,services,divorced,secondary,no,0,no,no,cellular,27,sep,262,6,193,4,success,yes
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
58,entrepreneur,married,primary,no,124,yes,no,cellular,7,jul,293,7,-1,0,unknown,no
34,admin.,married,secondary,no,580,yes,yes,cellular,11,may,228,1,-1,0,unknown,no
29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,no
42,technician,single,secondary,no,77,no,yes,cellular,7,aug,152,2,-1,0,unknown,no
28,admin.,married,secondary,no,7707,yes,no,unknown,30,may,68,2,-1,0,unknown,no
29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,-1,0,unknown,no
51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
39,admin.,single,secondary,no,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
59,housemaid,married,primary,no,352,no,no,telephone,21,jul,132,10,-1,0,unknown,no
37,admin.,divorced,secondary,no,796,no,no,unknown,19,jun,104,1,-1,0,unknown,no
58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
61,management,married,secondary,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,no
37,technician,married,secondary,no,277,yes,no,cellular,4,feb,244,2,-1,0,unknown,no
39,technician,married,secondary,no,375,yes,yes,telephone,17,apr,777,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,2013,no,yes,cellular,22,jul,226,1,-1,0,unknown,no
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
46,admin.,married,secondary,no,979,yes,no,cellular,20,aug,80,5,-1,0,unknown,no
58,services,married,secondary,no,74,no,no,cellular,29,aug,105,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,4294,no,no,unknown,26,jun,529,4,-1,0,unknown,no
29,technician,married,tertiary,no,138,yes,yes,cellular,14,jul,113,3,-1,0,unknown,no
39,services,single,secondary,no,300,yes,yes,unknown,28,may,180,2,-1,0,unknown,no
37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,unknown,yes
39,admin.,married,primary,no,-439,yes,no,unknown,15,may,347,8,-1,0,unknown,no
56,blue-collar,married,secondary,no,277,no,no,unknown,20,jun,9,13,-1,0,unknown,no
59,blue-collar,married,secondary,no,135,yes,no,cellular,6,apr,197,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,257,yes,no,cellular,14,may,186,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1014,no,no,cellular,30,jul,261,4,-1,0,unknown,no
44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,yes
59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,422,4,-1,0,unknown,no
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,1,-1,0,unknown,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
41,services,married,secondary,no,803,yes,no,unknown,28,may,88,3,-1,0,unknown,no
36,admin.,married,secondary,no,540,no,yes,cellular,7,aug,95,2,-1,0,unknown,no
56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,5,265,4,failure,no
32,management,single,tertiary,no,1756,yes,no,unknown,21,may,206,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no
42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
34,technician,married,secondary,yes,-172,no,no,cellular,22,aug,177,2,-1,0,unknown,no
37,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21,3,-1,0,unknown,no
35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,yes
38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,no
45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,no
31,services,single,secondary,no,91,yes,no,cellular,18,may,111,2,-1,0,unknown,no
33,management,married,tertiary,no,89,yes,no,cellular,30,jul,61,4,-1,0,unknown,no
51,technician,married,secondary,no,2242,no,no,cellular,18,aug,498,3,-1,0,unknown,no
45,management,married,tertiary,no,1416,yes,yes,cellular,19,nov,740,1,-1,0,unknown,no
54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no
49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,-1,0,unknown,no
28,services,married,secondary,no,222,yes,no,unknown,29,may,101,23,-1,0,unknown,no
48,management,divorced,secondary,no,720,yes,no,unknown,17,jun,277,2,-1,0,unknown,no
57,retired,divorced,primary,no,606,no,no,cellular,4,may,227,2,-1,0,unknown,no
31,blue-collar,single,primary,no,-147,no,yes,cellular,9,jul,263,2,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,jul,118,3,-1,0,unknown,no
48,unemployed,married,secondary,no,926,no,no,cellular,12,aug,504,2,178,10,success,yes
45,technician,married,tertiary,no,1780,no,no,unknown,9,jun,464,1,-1,0,unknown,no
26,student,single,secondary,no,963,no,no,unknown,21,aug,11,1,304,1,other,no
34,management,single,tertiary,no,184,no,no,cellular,22,jul,203,4,-1,0,unknown,no
29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,unknown,no
34,blue-collar,married,secondary,no,2436,yes,no,cellular,14,may,8,7,-1,0,unknown,no
37,services,single,unknown,no,-118,yes,no,unknown,6,may,147,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,101,2,-1,0,unknown,no
34,admin.,single,tertiary,no,625,no,yes,unknown,31,aug,34,1,-1,0,unknown,yes
35,management,single,tertiary,no,14,no,no,cellular,7,jul,167,2,-1,0,unknown,no
36,technician,single,secondary,no,98,no,no,cellular,30,jan,771,1,-1,0,unknown,yes
57,retired,married,primary,no,0,yes,no,cellular,6,aug,83,2,-1,0,unknown,no
36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,176,4,-1,0,unknown,no
59,admin.,married,secondary,no,373,yes,yes,cellular,28,jul,362,7,-1,0,unknown,no
32,management,married,tertiary,no,2853,yes,yes,cellular,4,feb,419,1,-1,0,unknown,no
39,student,single,unknown,no,64,no,no,cellular,12,nov,366,2,98,1,failure,no
57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no
22,technician,single,secondary,no,356,yes,no,unknown,27,may,518,2,-1,0,unknown,no
31,technician,married,tertiary,no,4315,yes,no,unknown,21,may,359,1,-1,0,unknown,no
30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,no
47,housemaid,married,primary,no,1747,yes,no,cellular,20,apr,325,1,-1,0,unknown,no
30,admin.,single,secondary,no,223,yes,no,unknown,6,jun,862,11,-1,0,unknown,yes
60,management,married,secondary,no,164,no,yes,cellular,8,jul,171,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,301,1,-1,0,unknown,no
53,management,single,secondary,no,5558,yes,no,unknown,16,may,286,3,-1,0,unknown,no
